,child,session,trial_num,trial_type,stim_type,confidence,iCatcher_on(s),iCatcher_off(s),t_spent_off_at_trial_end,parentEnded
230,XFWXFW,,5,fam,barrier-jump,0.822232799110364,23.858,18.775,2.225,True
231,XFWXFW,,6,fam,barrier-jump,0.8599516242044826,38.364,18.362,2.0,False
232,XFWXFW,,7,testA,barrier-jump,0.8291637298257594,23.084,14.996,3.161,True
233,XFWXFW,,8,testB,barrier-jump,0.8664982539826426,7.556,5.947,4.008,True
234,XFWXFW,,9,testA,barrier-jump,0.888807090908982,2.0,9.567,3.958,True
235,XFWXFW,,10,testB,barrier-jump,0.8318732746367185,6.15,6.528,3.205,True
236,YFJCR6,,1,fam,barrier-jump,0.9576255184947152,53.444,5.9,1.967,False
237,YFJCR6,,2,fam,barrier-jump,0.9486916448562912,48.446,10.688,3.397,False
238,YFJCR6,,3,fam,barrier-jump,0.9242733106588238,47.149,11.616,1.26,False
239,YFJCR6,,4,fam,barrier-jump,0.9224157242233272,41.98,8.534,3.931,True
240,YFJCR6,,5,fam,barrier-jump,0.9109568210022008,40.211,13.594,3.994,True
241,YFJCR6,,6,fam,barrier-jump,0.906596055323327,28.561,14.264,3.168,False
242,YFJCR6,,7,fam,barrier-jump-repeat-1,0.899235161482741,21.183,10.691,3.368,True
243,YFJCR6,,8,testB,barrier-jump,0.9093060782732674,51.509,7.259,0.0,False
244,YFJCR6,,9,testA,barrier-jump,0.9109338080552724,12.864,7.794,1.463,True
245,YFJCR6,,10,testB,barrier-jump,0.8867262117237898,29.99,8.537,2.765,True
246,YFJCR6,,11,testA,barrier-jump,0.9256604323639488,18.162,5.765,4.001,True
247,ZCEHSD,,1,fam,barrier-jump,0.9307042331950752,39.011,15.643,3.405,True
248,ZCEHSD,,2,fam,barrier-jump,0.952672237699682,2.783,5.005,3.231,True
249,ZCEHSD,,3,fam,barrier-jump,0.9601695717439144,5.205,11.427,3.664,True
250,ZCEHSD,,4,fam,barrier-jump,0.9145742396810161,4.051,11.844,4.001,True
251,ZCEHSD,,5,fam,barrier-jump,0.9224097029932963,20.35,3.807,0.0,True
252,ZCEHSD,,6,fam,barrier-jump,0.8686961472638556,49.551,3.66,0.0,True
253,ZCEHSD,,7,testA,barrier-jump,0.8657947337895727,25.033,4.96,0.0,True
254,ZCEHSD,,8,testB,barrier-jump,0.766357201693663,7.995,4.0,3.215,True
255,ZCEHSD,,9,testA,barrier-jump,0.8661086581381547,39.792,5.313,1.791,True
256,ZCEHSD,,10,testB,barrier-jump,0.8845058387159405,10.911,2.501,2.676,True
